,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,EVR,CPI,cons_conf_idx,euribor,no_emp,y,y_n
221,43,technician,married,N/A,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
222,36,services,single,basic.6y,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
223,46,technician,married,basic.4y,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
224,40,technician,married,basic.9y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
225,58,retired,married,university.degree,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
227,35,admin.,single,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
228,43,retired,married,basic.4y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
229,45,blue-collar,married,basic.4y,no,yes,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
230,39,admin.,married,professional.course,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
231,50,services,divorced,professional.course,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
232,32,management,divorced,basic.4y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
233,39,admin.,married,high.school,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
234,52,self-employed,married,university.degree,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
235,44,admin.,married,professional.course,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
236,56,blue-collar,married,basic.4y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
237,48,admin.,married,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
238,33,services,married,high.school,no,no,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
239,43,management,married,university.degree,no,no,yes,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
240,57,retired,married,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
241,36,technician,single,professional.course,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
242,34,management,married,university.degree,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
243,34,services,single,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
244,30,technician,married,university.degree,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
245,33,services,divorced,N/A,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
246,32,technician,single,professional.course,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
247,36,technician,single,high.school,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
248,36,blue-collar,single,high.school,no,no,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
249,33,services,single,high.school,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
250,40,technician,divorced,professional.course,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
251,41,blue-collar,married,basic.4y,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
252,51,services,married,basic.6y,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
253,36,technician,married,professional.course,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
254,28,services,married,N/A,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
255,53,services,married,high.school,no,yes,yes,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
256,58,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
257,45,management,married,basic.9y,no,no,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
258,43,technician,married,N/A,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
259,33,admin.,married,high.school,no,no,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
262,42,technician,married,high.school,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
263,43,admin.,divorced,basic.9y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
264,42,admin.,married,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
265,27,blue-collar,single,basic.6y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
266,34,self-employed,single,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
267,31,student,single,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
268,54,management,divorced,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
269,40,self-employed,married,basic.4y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
270,52,unemployed,married,high.school,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
271,47,management,divorced,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
272,49,housemaid,married,basic.9y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
273,32,admin.,single,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
274,49,housemaid,single,high.school,no,yes,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
275,50,blue-collar,married,basic.9y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
278,47,technician,single,basic.9y,no,no,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
279,51,retired,married,professional.course,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
280,47,blue-collar,married,basic.6y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
281,56,technician,married,basic.4y,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
282,53,admin.,married,basic.9y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
283,36,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
284,42,blue-collar,divorced,basic.9y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
285,44,blue-collar,divorced,basic.6y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
286,39,housemaid,married,basic.9y,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,1.0
287,37,admin.,single,high.school,no,yes,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
288,60,blue-collar,married,N/A,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
289,36,services,married,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
290,42,management,divorced,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
291,31,admin.,married,high.school,no,yes,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
292,53,technician,divorced,professional.course,no,no,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
293,45,blue-collar,married,basic.4y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
294,37,technician,single,professional.course,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
295,47,self-employed,married,professional.course,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
296,49,blue-collar,divorced,high.school,no,no,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
297,36,admin.,married,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
298,35,services,divorced,high.school,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
300,38,services,single,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
301,50,blue-collar,divorced,high.school,no,no,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
302,59,retired,married,professional.course,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
304,42,admin.,married,high.school,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
305,40,admin.,married,basic.6y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
306,46,blue-collar,married,N/A,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
307,57,housemaid,divorced,basic.4y,no,yes,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
308,42,admin.,married,university.degree,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
309,41,blue-collar,married,basic.4y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
310,54,management,divorced,university.degree,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
311,27,admin.,single,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
312,36,admin.,married,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
313,58,blue-collar,married,professional.course,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
314,40,management,married,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
315,34,admin.,single,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
316,33,admin.,divorced,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
317,56,retired,married,basic.6y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
318,42,blue-collar,married,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
319,43,services,married,high.school,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
320,54,management,single,basic.9y,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
321,53,admin.,single,basic.6y,no,yes,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
322,42,technician,single,N/A,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
323,40,services,married,basic.6y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
324,54,technician,married,professional.course,no,yes,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
325,40,housemaid,single,professional.course,no,no,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
326,26,admin.,single,university.degree,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
327,33,admin.,married,high.school,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
328,35,blue-collar,married,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
329,36,admin.,married,high.school,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
330,29,services,single,high.school,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
332,35,management,married,high.school,no,yes,no,may,mon,5,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
333,50,self-employed,single,university.degree,no,no,yes,may,mon,5,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
334,46,services,married,high.school,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
335,49,entrepreneur,married,high.school,no,yes,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
336,42,technician,single,professional.course,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
337,36,blue-collar,single,high.school,no,yes,yes,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
339,41,management,married,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
340,57,management,married,professional.course,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
341,32,services,single,high.school,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
342,49,admin.,married,basic.9y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
344,58,blue-collar,divorced,basic.4y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
345,52,technician,married,high.school,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
346,50,services,divorced,professional.course,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
347,41,blue-collar,single,basic.9y,no,yes,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
348,33,entrepreneur,married,university.degree,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
349,57,blue-collar,married,basic.4y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
350,48,blue-collar,married,basic.6y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
351,55,technician,married,professional.course,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
352,38,management,married,university.degree,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
353,38,services,married,high.school,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
354,53,admin.,married,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
355,43,unemployed,single,university.degree,no,no,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
356,36,blue-collar,single,high.school,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
357,32,blue-collar,married,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
358,33,services,married,basic.4y,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
359,58,entrepreneur,married,basic.4y,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
360,40,unemployed,divorced,high.school,no,no,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
361,57,management,married,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
362,45,technician,married,high.school,no,yes,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
363,42,blue-collar,married,basic.4y,no,yes,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
364,46,admin.,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
365,36,technician,married,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
366,41,self-employed,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
367,57,admin.,divorced,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
368,49,blue-collar,married,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
369,56,management,divorced,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
370,37,blue-collar,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
371,37,blue-collar,married,basic.9y,no,no,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
372,46,admin.,single,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
373,22,blue-collar,single,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
374,43,services,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
375,49,blue-collar,married,N/A,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
376,41,technician,married,basic.6y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
377,38,admin.,single,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
378,33,admin.,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
379,49,admin.,married,university.degree,no,yes,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
380,30,blue-collar,single,N/A,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
381,33,admin.,married,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
382,34,management,single,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
383,30,student,single,N/A,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
384,59,management,married,basic.4y,no,yes,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
386,41,self-employed,married,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
387,48,housemaid,married,basic.6y,no,yes,yes,may,tue,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
389,44,services,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,1.0
391,50,management,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
392,35,admin.,married,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
393,42,admin.,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
394,45,admin.,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
395,36,technician,married,professional.course,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
396,56,services,married,high.school,no,no,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
397,29,blue-collar,divorced,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
398,41,self-employed,married,university.degree,no,yes,yes,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
399,42,blue-collar,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
400,52,services,single,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
402,31,blue-collar,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
403,43,unemployed,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
404,36,blue-collar,married,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
405,42,entrepreneur,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
406,52,services,divorced,basic.6y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
407,39,admin.,married,high.school,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
408,36,services,married,high.school,no,no,yes,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
409,42,blue-collar,married,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
410,41,admin.,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
411,55,technician,married,basic.4y,no,no,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
412,30,blue-collar,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
414,45,entrepreneur,married,basic.4y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
415,51,blue-collar,married,basic.4y,no,yes,yes,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
416,39,self-employed,single,basic.9y,no,yes,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
417,47,admin.,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
418,27,services,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
419,34,technician,single,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
420,57,blue-collar,married,basic.4y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
421,43,entrepreneur,married,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
422,49,blue-collar,married,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
423,39,management,married,university.degree,no,no,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
424,38,blue-collar,married,basic.4y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
425,49,blue-collar,married,basic.9y,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
426,58,management,married,basic.6y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
427,43,technician,married,professional.course,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
429,31,services,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
430,43,self-employed,divorced,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
431,43,self-employed,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
432,30,self-employed,single,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
433,27,services,single,professional.course,no,yes,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
434,51,services,married,N/A,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
435,37,technician,married,professional.course,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
436,46,housemaid,married,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
437,35,blue-collar,married,professional.course,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
438,47,admin.,divorced,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
439,46,management,married,N/A,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
440,40,technician,married,professional.course,no,no,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
